model,cv_best_pr_auc,val_roc_auc,val_pr_auc,val_precision,val_recall,val_f1,val_balanced_accuracy,val_opt_threshold,val_precision_at_opt_threshold,val_recall_at_opt_threshold,val_f1_at_opt_threshold,val_f2_at_opt_threshold
logistic_regression,0.21193611691321163,0.6543554464833221,0.20591980206879035,0.2630252100840336,0.17226197028068244,0.20818091120718324,0.5558185283450972,0.17500000000000002,0.180130357495556,0.5019262520638414,0.2651162790697674,0.3697996918335901
random_forest,0.204611901886749,0.6543814692048102,0.20972324764747072,0.29022704837117475,0.16180517336268574,0.207773851590106,0.5560512110419125,0.19,0.18223684210526317,0.457347275729224,0.2606241179237886,0.35128508623605004
